solarSystemName,security
1C-953,-0.0718016640
SL-YBS,-0.0263571581
UNJ-GX,-0.0118813677
0PI4-E,-0.0035143471
6WT-BE,-0.0011807033
L1S-G1,-0.0153672383
9SNK-O,-0.0021334527
B-VIP9,-0.0015226961
LXTC-S,-0.0339260522
WE3-BX,-0.0160601471
H7O-JZ,-0.0081349311
H-8F5Q,-0.0157295502
O-RXCZ,-0.0107056404
4M-P1I,-0.0283439942
P7UZ-T,-0.2165042661
PUZ-IO,-0.1926576352
HB-1NJ,-0.1344676482
EOE3-N,-0.1723618341
F7A-MR,-0.0629222055
O-8SOC,-0.1048571865
OJOS-T,-0.3137052106
V89M-R,-0.5541386200
66U-1P,-0.4961002075
BRT-OP,-0.4584356712
JUK0-1,-0.6636258990
V-IH6B,-1.0000000000
52V6-B,-0.0281171588
PUC-JZ,-0.0296239889
SB-23C,-0.0178756615
5FCV-A,-0.0104026683
O-OVOQ,-0.0060204370
92-B0X,-0.0130872858
0-3VW8,-0.0337650311
28-QWU,-0.0524295857
UD-AOK,-0.1145659459
M9U-75,-0.1370624809
N-RAEL,-0.0265436090
K-IYNW,-0.1234021233
H-ADOC,-0.1247627998
G-G78S,-0.1625193886
UW9B-F,-0.1330498378
ZZ-ZWC,-0.1297870644
OSY-UD,-0.1593606846
K-MGJ7,-0.0372919554
JWJ-P1,-0.2232625235
V-IUEL,-0.1428406545
0SHT-A,-0.1598818991
D87E-A,-0.0594706039
K-B2D3,-0.0712150565
PO4F-3,-0.0880374000
J7A-UR,-0.3000950482
5E-VR8,-0.0692021394
V7D-JD,-0.0389717979
HLW-HP,-0.0227511285
8G-MQV,-0.0250383424
RA-NXN,-0.0329736379
VOL-MI,-0.0450979986
KLMT-W,-0.0176292575
XX9-WV,-0.0630997043
AAM-1A,-0.0191435788
EW-JR5,-0.0075653370
YKE4-3,-0.0070132007
CL-85V,-0.0181641196
K-QWHE,-0.0194242084
MDD-79,-0.0051975026
RMOC-W,-0.0231432130
ES-UWY,-0.1137474692
S1DP-Y,-0.0875084543
Y-DW5K,-0.1000957458
M-N7WD,-0.0799869943
QFEW-K,-0.1303116755
CVY-UC,-0.2025994768
EQX-AE,-0.1852603466
G-R4W1,-0.0098323249
BPK-XK,-0.0370696529
LJ-YSW,-0.0125139883
Y-K50G,-0.0316827075
K88X-J,-0.1271615532
G-0Q86,-0.0173427293
CL-1JE,-0.0618447725
J4UD-J,-0.1198134898
Hemin,-0.0146330064
Utopia,-0.0221007304
Jorund,-0.0073956038
Doril,-0.0143192774
Litom,-0.0417728880
Farit,-0.0082665962
Jamunda,-0.0378324918
TD-4XL,-0.1463752940
IBOX-2,-0.1120421040
8AB-Q4,-0.4366166610
VW-PXL,-0.0828096380
JA-G0T,-0.5261335840
IF-KD1,-0.0905856740
7-YHRX,-0.6217861250
Y6-9LF,-0.7539237200
X-PQEX,-0.5409270180
N-H95C,-0.5749969010
NSI-MW,-0.8961911580
N-YLOE,-0.3284804110
NBO-O0,-0.1434854420
F-TQWO,-0.4971999460
0-TRV1,-0.2619132720
13-49W,-0.1640765280
6UT-1K,-0.6397830350
O8W-5O,-0.1449548780
LH-PLU,-0.5949410160
AZA-QE,-0.7393997600
8-2JZA,-0.4318205200
ZT-L3S,-0.1749517400
VVB-QH,-0.3696932540
Z-DDVJ,-0.1799507320
7-2Z93,-0.6449129970
B-VFDD,-0.6177839840
A0M-R8,-0.6671461260
LY-WRW,-0.3838259100
9F-ERQ,-0.5339868370
QCGG-Q,-0.6281687840
1NZV-7,-0.6376647790
NIM-FY,-0.4232607490
DAI-SH,-0.3163367260
V3P-AZ,-0.4890016510
C-KW6X,-0.2883337300
X1W-AL,-0.2415316540
F-WZYG,-0.1786084960
S-R9J2,-0.7722064020
XU-BF8,-0.8597836450
RIU-GC,-0.4708352450
Z0H2-4,-0.1981038760
63-7Q6,-0.1814995280
XCZ5-Y,-0.5366141630
NRD-5Q,-0.5044460830
W5-205,-0.1566433200
T-4H0B,-0.2672747540
Z-EKCY,-0.1948896160
SH-YZY,-0.1860434290
O7-RFZ,-0.2028269460
CLW-SI,-0.2170953470
5-A0PX,-0.3327516430
R-RMDH,-0.1854528220
2XI8-Y,-0.8693170320
5B-YDD,-0.9190347700
W-XY4J,-0.9209850800
PWPY-4,-0.9613858450
QZ1-OH,-0.9722359470
Y-XZA7,-0.9642967340
1-EVAX,-0.5295687250
I8-AJY,-0.6819627980
6-WMKE,-0.7074401620
J-Z8C2,-0.6716509860
XTVZ-E,-0.4973934350
APES-G,-0.7111157780
B2J-5N,-0.5938111330
2Z-HPQ,-0.6420952180
NBW-GD,-0.6903760190
YM-SRU,-0.7871594660
LO5-LN,-0.6107288060
06-70G,-0.5601010290
UYG-YX,-0.4021046640
GL6S-2,-0.4340006500
RUF3-O,-0.5893066530
C-NMG9,-0.6370686800
P3X-TN,-0.8574347440
N6NK-J,-0.2345953620
TP-APY,-0.2806610830
9NI-FW,-0.6496185180
H-EBQG,-0.6368045730
DOA-YU,-0.1399661870
ZOPZ-6,-0.0793688380
863P-X,-0.1438098100
ZO-YJZ,-0.1828332830
6A-FUY,-0.1712332580
HG-YEQ,-0.0709924840
2FL-5W,-0.0248066680
QSCO-D,-0.1219563250
RXTY-4,-0.1815993720
RSE-PT,-0.0517948580
WVJU-4,-0.1489196040
7T-0QS,-0.1578066660
RWML-A,-0.1573136850
V-JCJS,-0.0977841280
8C-VE3,-0.1826050050
S5W-1Z,-0.0346968900
IL-OL1,-0.1168969850
POQP-K,-0.1221726650
FO9-FZ,-0.1209305190
4QY-NT,-0.1045624100
0-N1BJ,-0.1307903060
T-8GWA,-0.1327147370
UW-6MW,-0.1831742430
F9E-KX,-0.2538480323
9KOE-A,-0.0470117271
U-QVWD,-0.0705984049
B-3QPD,-0.0757433749
36N-HZ,-0.0617327403
SV5-8N,-0.2067933912
HY-RWO,-0.0757851324
WD-VTV,-0.0854392948
HED-GP,-0.1463222207
V-3YG7,-0.0821114397
QSM-LM,-0.0551838525
KDF-GY,-0.1076878903
QBQ-RF,-0.0465950146
9-8GBA,-0.1388272666
6-K738,-0.0548969055
ZXIC-7,-0.1064479958
2J-WJY,-0.0510096336
1P-WGB,-0.1088431934
F4R2-Q,-0.1668501536
K0CN-3,-0.1075778365
WLAR-J,-0.3017177449
L7XS-5,-0.1545884920
VA6-DR,-0.1230472479
S-U2VD,-0.0954963554
GE-94X,-0.1528306871
GMLH-K,-0.0605825906
W9-DID,-0.3535710601
KW-I6T,-0.2252840220
EX-0LQ,-0.1434656770
MB-NKE,-0.4535322370
G-7WUF,-0.5347722687
6-MM99,-0.4741302866
JBY6-F,-0.5177002167
FZ-6A5,-0.3664234138
RNF-YH,-0.6514756503
I-8D0G,-0.0603859853
R-K4QY,-0.0434769114
JWZ2-V,-0.0515238789
OGL8-Q,-0.0462551150
GJ0-OJ,-0.0490506464
A-803L,-0.0420768449
WQH-4K,-0.0644073675
J-ODE7,-0.0399810439
Q-S7ZD,-0.0327100045
6X7-JO,-0.0653488209
GE-8JV,-0.2094229653
3-OKDA,-0.1691504294
3GD6-8,-0.2152522139
4M-HGL,-0.1680307632
MY-W1V,-0.0860795866
AX-DOT,-0.2569791327
YHN-3K,-0.1236210809
CB4-Q2,-0.2052717356
CBL-XP,-0.2841958730
WJ-9YO,-0.2175761352
UQ-PWD,-0.3361548099
N-8BZ6,-0.1515770131
A-VILQ,-0.0822789132
X3FQ-W,-0.0925745445
3-SFWG,-0.0753972216
MUXX-4,-0.3613868480
E1-4YH,-0.5599689497
B-XJX4,-0.6763327711
AOK-WQ,-0.7129127375
E3-SDZ,-0.7569526546
7LHB-Z,-0.6072106680
8B-2YA,-0.0769581682
SNFV-I,-0.0870705712
HP-64T,-0.0912462974
V2-VC2,-0.1142989653
L-B55M,-0.1471603374
CX65-5,-0.0897516144
JA-O6J,-0.1104870854
ZQ-Z3Y,-0.0947071586
G-AOTH,-0.1357720953
TA3T-3,-0.1451997702
E-YJ8G,-0.1230146988
J6QB-P,-0.1898521293
KA6D-K,-0.2438126296
7MD-S1,-0.2158056777
ERVK-P,-0.2811912851
UL-7I8,-0.3027493645
BR-N97,-0.2511036920
IS-R7P,-0.1446083072
S25C-K,-0.2673369306
K717-8,-0.2479413711
NH-1X6,-0.2428568917
KH0Z-0,-0.1809136570
5-N2EY,-0.2131768333
KB-U56,-0.2667343043
JGW-OT,-0.3739701358
UCG4-B,-0.4953818897
BUZ-DB,-0.5283541967
QETZ-W,-0.4045146181
WFC-MY,-0.4565769126
Q-U96U,-0.4964727071
X4-WL0,-0.5053002797
W-MPTH,-0.6244227085
4NBN-9,-0.6307494042
EX6-AO,-0.5315898183
CZK-ZQ,-0.6604133042
CNC-4V,-0.7094880589
Y-PNRL,-0.7747709710
FAT-6P,-0.6404137465
6BPS-T,-0.8287678363
25S-6P,-0.9490402174
RR-D05,-0.9781857072
4-07MU,-1.0000000000
Y-W1Q3,-0.1601604333
Y6-HPG,-0.1139854372
Z-GY5S,-0.1133503080
KK-L97,-0.1190068808
R-KZK7,-0.1067611626
9-R6GU,-0.0987488343
N-Q5PW,-0.1662164516
P-FSQE,-0.1497031894
H-PA29,-0.2410535521
1-Y6KI,-0.1805914798
YP-J33,-0.1394715863
D-8SI1,-0.1291080296
9-266Q,-0.2508793842
K3JR-J,-0.1386595866
CSOA-B,-0.1522167558
6W-HRH,-0.2076244321
N5Y-4N,-0.2452049040
MQFX-Q,-0.4229134363
9-8BL8,-0.4970333723
N6G-H3,-0.4042849657
3A1P-N,-0.8785443609
OZ-VAE,-0.3092489836
A-AFGR,-0.3952585629
92K-H2,-0.4420652794
AA-YRK,-0.4128021548
BV-1JG,-0.2340102349
0-BFTQ,-0.1743883439
SS-GED,-0.1636313876
AJCJ-1,-0.1511697861
6NJ8-V,-0.1793205072
Y-4CFK,-0.1904753726
HBD-CC,-0.1225714729
P-GKF5,-0.1314294789
E-7U8U,-0.1334425735
0-XIDJ,-0.1193007733
SBL5-R,-0.1280370477
O-TVTD,-0.0979380921
8CIX-S,-0.0890613964
D-SKWC,-0.1610607208
4RX-EE,-0.1621835394
V3X-L8,-0.1624825810
N0C-UN,-0.1420435992
VG-6CH,-0.1482452168
Z0-TJW,-0.1577189554
QHJ-FW,-0.1727581908
9IPC-E,-0.1439365891
EIV-1W,-0.1907577754
S-1ZXZ,-0.3007868368
N-5476,-0.3553412763
PZOZ-K,-0.3952175073
W3KK-R,-0.5346793649
92D-OI,-0.3219846122
EK2-ET,-0.3329911939
SE-SHZ,-0.4720100755
JURU-T,-0.1227433213
MC6-5J,-0.1051552435
65V-RH,-0.2717427429
4-7IL9,-0.1013619872
2PLH-3,-0.1418186193
RQ9-OZ,-0.1558918802
B-CZXG,-0.2371117950
0-O2UT,-0.4212464479
Q61Y-F,-0.6551387198
PF-QHK,-0.1344017623
XW-6TC,-0.1249021403
Q-7SUI,-0.1750481307
VVD-O6,-0.1245438566
6ZJ-SC,-0.1271738740
P-VYVL,-0.1252189378
HD-JVQ,-0.1349519724
H-AJ27,-0.5909830285
M2-2V1,-0.6857044368
2TH-3F,-0.9340341878
E1F-E5,-0.6147543569
4S-PVC,-0.7452089394
WLF-D3,-1.0000000000
LHJ-2G,-0.1674534597
SHJO-J,-0.1246232915
6UQ-4U,-0.1745151494
430-BE,-0.1276886735
OJ-CT4,-0.0683151506
AZ-UWB,-0.0772517495
H-S5BM,-0.0668267418
FHB-QA,-0.3791954948
Z3U-GI,-0.6018019137
B3QP-K,-0.7720294299
GVZ-1W,-0.9020696931
G9D-XW,-0.3288266282
42XJ-N,-0.4120149323
L-IE41,-0.6620384733
VG-QW1,-0.7748712970
2IBE-N,-0.4950353810
YJ3-UT,-0.6784969376
ZD4-G9,-0.6237147329
C2-DDA,-0.8037301173
Dantumi,0.3982679375
Antiainen,0.5602991932
Ossa,0.5301368602
Semiki,0.5907544918
Kiskoken,0.5185604767
Aurohunen,0.3755402274
Veisto,0.8424948484
Sobaseki,0.8410254626
Funtanainen,0.8589762793
Isikemi,0.7809994316
Uosusuokko,0.6943218300
Hageken,0.6041875522
Uemisaisen,0.6059305202
Sotrentaira,0.5125695892
Ouranienen,0.6938064909
Erenta,0.6347580035
Kino,0.72773
Raussinen,0.4532327361
Iidoken,0.8438157458
Tsuguwa,0.7693230944
Nourvukaiken,0.8165567291
Sarekuwa,0.9365016178
Ekura,0.8764173840
Tunttaras,0.8853122148
Vellaine,0.5811389851
Arvasaras,0.51673
Akonoinen,0.4945098918
Vaajaita,0.4620636475
Autaris,0.4686320110
Jan,0.4169539117
Saatuban,0.5494773459
Isikano,0.6777007603
Mara,0.4199878215
Isanamo,0.6350155562
Pakkonen,0.4209102968
Piekura,0.5059695448
Amsen,1.0000000000
Malkalen,0.9481750451
Korama,0.7709215369
Ylandoki,0.8328364988
Aakari,0.6622300302
Isseras,0.5605884061
Aunenen,0.4477900949
Elonaya,0.6657824845
Litiura,0.4894049592
Nonni,0.5080410986
Passari,0.4400625006
Piak,0.7411521743
Airkio,0.8516329482
Kakakela,0.9722909031
Kamokor,0.6876963454
Todaki,1.0000000000
Ruvas,0.7807654056
Umokka,0.5613014649
Kirras,0.8217432973
Autama,0.7751041896
Tsukuras,0.7321581136
Nani,0.84283
Ajanen,0.6337853856
Kuoka,0.5767051828
Liukikka,0.5643610814
Rauntaka,0.5256858604
Aikantoh,0.6457973916
Atai,0.4811138699
Daras,0.3599791889
Otalieto,0.5134408202
Iitanmadan,0.3058693390
Jotenen,0.5828238534
Haajinen,0.8012256423
Oipo,0.7590680266
Isinokka,0.7251131835
Yoma,0.6474514765
Ibura,0.6191236618
Torrinos,0.5196677035
Endatoh,0.5734916636
Aivoli,0.5779751993
Uesuro,0.5235317507
Oishami,0.4509109833
Elanoda,0.5127682854
Ohbochi,0.4109272722
Isie,0.3570892375
Tamo,0.3382873440
Nannaras,0.3897153886
Anin,0.3586282439
Karjataimon,0.2847066069
Tartoken,0.1193193508
Saranen,0.0962943885
Vuorrassi,0.5283446465
Oimmo,0.4638825058
Nalvula,0.38732
Otsasai,0.3491613319
Taisy,0.3283318341
Hakonen,0.2963790211
PZP1-D,-0.0882636873
R1KE-A,-0.0716436946
JGDF-B,-0.1657612933
1SR-HT,-0.1200752304
SQ-2XA,-0.0779834399
Z-FYJR,-0.2079434029
ZA6-9N,-0.1541854480
J1-6CJ,-0.1480918190
7H-Z5R,-0.1303723309
0RZ5-2,-0.2275356360
A9-NB6,-0.1241113946
LG1-TA,-0.2946460367
TNK-BQ,-0.0417542226
E2AX-5,-0.0336218985
HPE-KP,-0.0339432250
THS-MN,-0.0369160174
UBES-K,-0.0616680024
I-R8B0,-0.0433722984
QIW-TQ,-0.0785388160
WLL-QX,-0.0946574114
BJC4-8,-0.0451188273
PQA-9K,-0.0528970505
S5-U0R,-0.0380696513
CW-R71,-0.0249410890
QO-3LC,-0.1219684022
3E-ER7,-0.0745662802
REZ-YZ,-0.0721649988
OU-AIT,-0.1146935305
VYX2-I,-0.1212828322
5-P3CQ,-0.0958633442
M-FDTD,-0.1890157214
54-VNO,-0.0798883482
IAMZ-5,-0.0694686688
HD3-JK,-0.0682587175
PBXG-A,-0.0540425805
9-ERCP,-0.1027182857
KN7M-N,-0.0403706795
Z-D1DW,-0.3490262701
FO-3PJ,-0.4351800667
6-QXE6,-0.4729051735
N-FKXV,-0.6494923880
X7-8IG,-0.3633078848
R-G1SF,-0.4590466215
6-NCE7,-0.0341323528
WDJQ-G,-0.0307294130
JS3-RS,-0.0158829494
JX-T1W,-0.0247140231
CZ-CED,-0.0329348079
BKK4-H,-0.0499538038
Y-4V7U,-0.0591418886
L-TPN0,-0.0233525484
3-XORH,-0.0151122044
G1VU-H,-0.0147986803
W6H6-K,-0.0384043665
6-23NU,-0.0081583727
DVAR-P,-0.0217637304
J-JS0D,-0.0090974292
VR3-PS,-0.1130170326
LH-J8H,-0.2170568120
I9D-0D,-0.2516663681
HGB-C6,-0.2126474750
2L5-FI,-0.2439618712
RS08-B,-0.2379153992
4U-14I,-0.3199954351
H-EDXD,-0.3211388900
8-ULAA,-0.2866281175
KF1-DU,-0.4199560970
W-WQM5,-0.3723083421
G5J-LH,-0.5350957254
H7OL-I,-0.2842696032
TO21-U,-0.2796966277
RN-5K9,-0.2964811007
0M-M64,-0.2931753910
W5-SGC,-0.2661355998
8RV-1L,-0.3749299123
1C-TD6,-0.3750900458
YBYX-1,-0.2335878185
L-WG68,-0.3102463120
E4-E8W,-0.3701452080
HIK-MC,-0.3536838060
B9EA-G,-0.1948691340
E-BFLT,-0.4267781840
GZM-KB,-0.1859189760
5LAJ-8,-0.1968607080
C6C-K9,-0.6037369580
AL-JSG,-0.4301248260
ETO-OT,-0.7963082240
KPI-OW,-0.3090144350
A-J6SN,-0.8027112780
OTJ-4W,-0.1991704570
AG-SYG,-0.9113138620
1I5-0V,-0.5334421860
VX1-HV,-0.3023757470
JNG7-K,-0.3023699840
K-XJJT,-0.1716394720
FO1U-K,-0.4284940560
6U-1RX,-0.3959169710
Y4OK-W,-0.4892532530
P-NI4K,-0.1531401080
T6T-BQ,-0.6726597440
N-PS2Y,-0.6723497170
K-BBYU,-0.6103336590
0J-MQW,-0.9131182900
XT-1E0,-0.3263443040
3ET-G8,-0.3874438940
MOSA-I,-0.8015125650
B6-XE8,-0.7249291600
JLH-FN,-0.7013955580
DFTK-D,-0.8659008270
4HF-4R,-0.7087898590
Y8K-5B,-0.6791069020
L7-BLT,-0.9249693140
8P-LKL,-0.4067658860
Q-UVY6,-0.3783628930
RXA-W1,-0.3376875860
QFU-4S,-0.3677226670
QQGH-G,-0.3363635650
VK6-EZ,-0.2978436910
JVA-FE,-0.4232399180
P65-TA,-0.6274211250
G-VFVB,-0.2851430130
Y4B-BQ,-0.3553235760
EU-WFW,-0.1464398810
K-YL9T,-0.1111792880
GTB-O4,-0.1300745220
6W-6O9,-0.1222332540
H4X-0I,-0.1806415920
C-BHDN,-0.3814140430
R-RE2B,-0.1835188400
4DH-ST,-0.9167223230
OSW-0P,-1.0000000000
GF-GR7,-0.1047261790
DVN6-0,-0.1099992480
Z19-B8,-0.0721188310
HPMN-V,-0.0926475340
XR-ZL7,-0.0847150120
U1-VHY,-0.1123250430
OTJ9-E,-0.5528785390
LH-LY1,-0.7181861280
7-QOYS,-0.9005606510
KS8G-M,-0.5328646850
ZWM-BB,-1.0000000000
S-CUEA,-0.5971178000
L-EUY2,-0.5156163500
JL-ZUQ,-0.4561470990
X-KHRZ,-0.6155079060
WIW-X8,-0.9562811410
QRH-BF,-0.9414696900
M-NP5O,-1.0000000000
2-NF2Z,-0.0340444558
0Z-VHC,-0.0237028939
9-BUSQ,-0.0162876891
LQB-TC,-0.0250348473
II-1B3,-0.0235022946
6-HFD6,-0.0232951710
P3UD-M,-0.0395429231
LCN-0V,-0.0326638605
FX-XMW,-0.0205390051
G-N6MC,-0.0235927784
7-8XK0,-0.0312761210
90G-OA,-0.0332549746
DT-7EO,-0.0347286901
B-Y06L,-0.0666175728
HHQ-8L,-0.0268727407
Z-KPAR,-0.0604258902
8U-RZH,-0.0204323057
2RV-06,-0.0782741987
CLDT-L,-0.0501328946
QU7-EE,-0.0156695171
UC-X28,-0.0331318429
R79-I7,-0.0359952825
E-RPGP,-0.0327273782
ZV-KZO,-0.0232144906
NSE-U1,-0.0235178880
KER-EU,-0.0435158353
69A-54,-0.0337185283
M9-OS2,-0.0248022879
5V-YL6,-0.0281576046
8-UWFS,-0.0126986655
PQWA-L,-0.0104690924
BWO-UU,-0.0083860498
SQVI-U,-0.0303930316
T-YWDD,-0.0450086248
DLY-RG,-0.0650675713
T-C5A0,-0.1012231477
UP-L3Y,-0.0557188431
F-KBNV,-0.0457321401
JL-P9P,-0.1131701123
FR-RCH,-0.0169736281
FNS3-F,-0.0213891619
7BA-TK,-0.0105866961
IAWJ-X,-0.0190016954
50-TJY,-0.0283924638
3-CE1R,-0.0211428613
0IRK-R,-0.0062884215
Tividu,0.5728417444
Tendhyes,0.5896865562
Goram,0.5973921700
Anjedin,0.5157542062
Adahum,0.6076859051
Ahrosseas,0.5765630304
Riramia,0.5657311418
Nafomeh,0.7090617070
Pimsu,0.7251852006
Jarzalad,0.6100188064
Matyas,0.5541377422
Imeshasa,0.5849645743
Ivih,0.5485958371
Seil,0.5878499584
Mani,0.8221446286
Sehmosh,0.5700598834
Dabrid,0.6488396066
Gyerzen,0.4381802253
Hibi,0.5036504574
Gemodi,0.3592616236
Chamume,0.2916874827
Nuzair,0.5350569858
Pera,0.4553975014
Shousran,0.5508193815
Yong,0.2861308495
Pimebeka,0.6843957686
Baviasi,0.8041019936
Tash-Murkon Prime,0.8321338758
Emrayur,1.0000000000
Shesha,0.9396644808
Hilaban,0.8914440725
Sacalan,0.5628807730
Mimen,0.5267440849
Thashkarai,0.6111644167
Atoosh,0.6301617257
Unkah,0.6479084253
Hoona,0.4889444930
Teshkat,0.4206539667
Keshirou,0.2365059591
Nasesharafa,0.1702329424
Tirbam,0.1560056990
Ordat,0.2695017087
Rethan,0.3730198619
Lossa,0.8359400353
Onazel,0.7361590163
Asesamy,0.6451086477
Hostni,0.7919460681
Mimime,0.8453258000
Kibursha,0.7617628478
Perdan,0.8575573760
Abai,0.7306185031
Nehkiah,0.6146424140
Iro,0.5631214660
Ahkour,0.6607821465
Gaknem,0.6147685363
Siyi,0.5099367597
Remoriu,0.6534939820
Yanuel,0.7516351837
Nafrivik,0.5884338004
Taru,0.7503777413
Arkoz,0.7831421399
Azhgabid,0.8032256345
Jinizu,0.7859747996
Phoren,0.6050449003
Asezai,0.6401942867
Ferira,0.5820229753
Yeder,0.6314091356
Azerakish,0.6333939667
Lari,0.4930323454
Yasud,0.6283123856
Ghishul,0.7034170194
Moutid,0.7059920076
Goni,0.7875190974
Adar,0.7964633270
Paye,0.6420813625
Sagain,0.4339101312
Modun,0.3413318768
Saminer,0.2917390301
Marthia,0.9257326385
Assiad,0.9476412858
Rumida,0.9104811425
Nosodnis,0.9290338107
Iswa,0.8353611677
Rand,0.8660893482
Sizamod,0.7179746105
Sinid,0.7293660708
Alra,0.8189205883
Ilas,0.8333480479
Zith,0.8673389143
Tew,0.9497942069
Zehru,0.9116733999
Uhodoh,0.8038019933
Esa,0.7573202507
Hath,0.7967006055
Judra,0.7615999927
Sharios,0.6603365641
Arakor,0.6926314359
Ahteer,0.6969883712
Kari,0.5683029053
JUE-DX,-0.3480883170
HLR-GL,-0.2472204520
80G-H5,-0.4924823410
2EV-BA,-0.2535769970
M1-PX9,-0.3425047610
W9-TFD,-0.1383569270
QHH-13,-0.5813427090
J4AQ-O,-0.6089301550
O-O2GN,-0.2357454560
I-HRX3,-0.1726551150
XUPK-Z,-0.1773134640
M4U-EH,-0.6254571560
WK2F-Y,-0.1990438650
WIO-OL,-0.1431336640
1-10QG,-0.0170757980
YQM-P1,-0.1726371360
6-GRN7,-0.0109264000
TFPT-U,-0.0100000000
D-JVGJ,-0.2221520810
K4UV-G,-0.2743013500
Q7E-DU,-0.2629246230
9Z-XJN,-0.2588129060
ZEZ1-9,-0.4147207650
QFRV-2,-0.4612553890
HZID-J,-0.2268950280
8-AA98,-0.3688232710
EZWQ-X,-0.6623165440
2ULC-J,-0.7494407850
T0DT-T,-0.8530972620
QG3-Z0,-0.3291236570
RT64-C,-0.2340279850
2ID-87,-0.3352642430
FVQF-W,-0.3349959330
8K-QCZ,-0.3617772690
JBUH-H,-0.4849831300
XDTW-F,-0.4322679350
0-4VQL,-0.4877937420
SN-DZ6,-0.6651396620
DJ-GBH,-0.6254480000
I0N-BM,-0.7494052730
QOK-SX,-0.6090110180
24I-FE,-0.7184054300
4H-YJZ,-0.7593954710
2-84WC,-0.8851641400
V-SEE6,-0.6952449880
U-FQ21,-0.8963690260
NHKO-4,-0.7559191810
KGCF-5,-0.8315099930
Y-UO9U,-0.8314748880
XME-SW,-0.8328205450
JX-SOA,-0.8975510510
VH-9VO,-0.9754080160
P-T9VC,-1.0000000000
9S-GPT,-0.2504713970
UAJ5-K,-0.2279170280
XJ-AG7,-0.2621746460
2WU-XT,-0.1166221450
J7X-VN,-0.1843112310
F-WCLC,-0.0751154180
G-HE0N,-0.2304263700
YC-ANK,-0.1619471230
LTT-AP,-0.0879886920
8RL-OG,-0.5433911440
R3P0-Z,-0.7451474500
ZZK-VF,-0.6203670000
SN-Q1T,-0.7403028930
L1YK-V,-0.4963798130
ZJ-5IS,-0.4330949000
GA58-7,-0.6999270040
J-0KB3,-0.8229323140
UC-8XF,-0.7371139990
90-A1P,-0.7018892820
4AZV-W,-0.8456237040
UNV-3J,-0.7080463730
7F-2FB,-0.9161134640
MC4C-H,-0.5291349450
OW-QXW,-0.3953345220
3-QNM4,-0.7390973750
UEPO-D,-0.3915651330
NQ-M6W,-0.5739356610
P-8PDJ,-0.3418690580
VE-W7O,-0.7539747180
CNHV-M,-0.6982083430
NEU-UD,-0.6771956830
N-I024,-0.5391410270
4O-ZRI,-0.7535380120
Y-7XVJ,-0.6482253780
RQNF-9,-0.7670727890
DSS-EZ,-0.2624149419
MB4D-4,-0.2237448385
LGK-VP,-0.1157606411
E-C0SR,-0.0751970877
X1E-OQ,-0.0994257472
VTGN-U,-0.0692859298
0Y1-M7,-0.0849975618
Q-Q2S6,-0.0895294779
WHG2-7,-0.1021818831
9RQ-L8,-0.0693775551
32-GI9,-0.0789045067
TG-Z23,-0.0509978168
IP-MVJ,-0.0403292939
4J-ZC9,-0.0613762521
7R5-7R,-0.1301754082
Y1-UQ2,-0.1700797403
HM-UVD,-0.2488749204
G-ME2K,-0.2627475788
WNS-7J,-0.3067670354
57M7-W,-0.2217381984
JS-E8E,-0.0668114703
FV-SE8,-0.0766615005
FZSW-Y,-0.0613758970
UF-KKH,-0.0532542282
O5Y3-W,-0.0849120306
0GN-VO,-0.0902529714
9U6-SV,-0.0769512966
4GQ-XQ,-0.0294176396
R8-5XF,-0.0271542125
2IGP-1,-0.0286596902
Z2-QQP,-0.0261244981
GDEW-0,-0.0244627477
PSJ-10,-0.0244120602
2-V0KY,-0.0231288345
U-WLT9,-0.0362379769
ZG8Q-N,-0.0382332925
40GX-P,-0.0231655221
37S-KO,-0.0369253261
4J9-DK,-0.0574797472
A-GPTM,-0.0812838132
HQ-TDJ,-0.0351625282
WBLF-0,-0.0264834041
GDO-7H,-0.0317726553
NZG-LF,-0.0219085344
UJM-RD,-0.0155780658
L0AD-B,-0.0190554185
8ZO-CK,-0.0109619242
WEQT-K,-0.0145471526
8O-OSG,-0.0258668485
1H-I12,-0.0063025619
D9D-GD,-0.0049439608
4A-XJ6,-0.0084944480
GU-54G,-0.0059340677
7-X3RN,-0.0146155158
BF-FVB,-0.0029065615
9O-ZTS,-0.0060456269
8KQR-O,-0.0171122433
F9SX-1,-0.0127507561
0G-A25,-0.0210053988
WJO0-G,-0.0055303545
S91-TI,-0.0073820512
V1V-6F,-0.0083465064
S-DLKC,-0.1248754650
42-UOW,-0.1325835907
CBGG-0,-0.1199382430
A4UG-O,-0.1304703329
W-VXL9,-0.1565496207
U2-BJ2,-0.1868633670
UKYS-5,-0.1278194105
RV5-DW,-0.1193893046
KP-FQ1,-0.1094683030
RLDS-R,-0.1030912841
QM-O7J,-0.1358489399
0-7XA8,-0.0650416914
X5O1-L,-0.0075451002
F-TVAP,-0.0060176700
6Y-0TW,-0.0063471246
TL-T9Z,-0.0054837475
E7-WSY,-0.0057551470
B-G1LG,-0.0057671383
T-8UOF,-0.2422572304
DP-2WP,-0.2757425492
MMR-LZ,-0.3244496056
I-ME3L,-0.1952337436
YE17-R,-0.3491743752
T7-JNB,-0.3088629135
LB0-A1,-0.3430543252
S-BWWQ,-0.2222669089
Z-R96X,-0.2809361433
J-AYLV,-0.3674882528
